0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.8776958,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.874899,1
0,0.5657994,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.8804351,1
0,0,0
0,0,0
0,0.8719524,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.8898438,1
0,0.4271995,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.8797764,1
0,0,0
0,0,0
0,0.873752,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.8908275,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.8816074,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.8733369,1
0,0,0
0,0,0
0,0,0
0,0.879784,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0.8737255,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.9426543,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1,1
0,0,0
0,0.8790754,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.2165812,1
0,0,0
0,0,0
0,0.8925449,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.8743807,1
0,0,0
0,0,0
0,0.8720647,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
